Nº INSCRIPCIÓN,DENOMINACIÓN SOCIAL,PROVINCIA,LOCALIDAD,CP,CLASE O GRADO,FECHA INSCRIPCIÓN
EXT-1245,"BRASERIA PUERTA LA VILLA, SOCIEDAD COOPERTIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,08/07/2020
EXT-1243,"BRIKOMÉRIDA, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,24/06/2020
EXT-1104,"CASA PEKÍN, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/05/2016
EXT-952,"CAYPRESUR, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,19/04/2012
EXT-950,"CENTRO DE ESTUDIOS INK, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Enseñanza,30/03/2012
EXT-1188,"CENTRO DE RESPALDO EMPRESARIAL, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,24/08/2018
06/BA-610,"CENTURIA DE MERIDA, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,11/11/1993
EXT-1282,"CHICA, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,10/05/2022
EXT-1261,"COCEDERO RIGON 2021, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,08/04/2021
EXT-1139,"COMBUSTIBLES MÉRIDA, S. COOP.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Consumidores y Usuarios,07/10/1994
EXT-851,"COMMODITIES EXTREMADURA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,22/10/2009
06/BA-421,"CONSTRUCCIONES LA ANTIGUA, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,09/02/1990
EXT-1036,"CONSULTING COMPANY, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,02/06/2014
EXT-990,"CONSULTORIA & AUDITORIA DE LA RSCE, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,02/04/2013
EXT-821,"CONTENEDORES Y MEDIO AMBIENTE, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,12/05/2009
3233,COOP. DE CONSUMO DE TRANSPORTES SANTA EULALIA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Consumidores y Usuarios,10/10/1946
BA-217,"COOPERATIVA DE AMBULANCIAS SANTA EULALIA, S. COOP. LTDA.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,06/11/1984
BA-342,"COOPERATIVA DE AUTOBUSES DE BADAJOZ, SOCIEDAD COOPERATIVA LIMITADA (COABA)",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Servicios,10/11/1987
SMT-1517,"COOPERATIVA DE VIVIENDAS PARA EMPLEADOS DE LA CC.AA. EXTREMEÑA, S. COOP.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Viviendas,13/11/1992
ACE-002,"COOPERATIVAS AGRO-ALIMENTARIAS EXTREMADURA, UNIÓN DE COOP.",BADAJOZ,MERIDA,6800,Asociación o Union de Cooperativas,27/11/1990
EXT-1224,"DESCONECT@, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,23/09/2019
BA-120,"DETERGENTES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,03/06/1982
EXT-1025,"DRESS CODES, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,05/02/2014
EXT-894,"EDUCAEMERITA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,13/10/2010
EXT-1046,"EL CABO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/08/2014
SMT-1052,"EL CALAVERON, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,10/02/1988
EXT-182,"EL ESCOBAR, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,12/05/1993
EXT-1115,"EL PIMENTÓN, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,19/07/2016
EXT-1244,"EL PUCHERO DE LA NIETA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,08/07/2020
EXT-1270,"EL TEMPLO DE LOS ARROCES, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,24/09/2021
EXT-1262,"EL TEMPLO, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,12/04/2021
EXT-999,"EL UNIVERSO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,23/08/2013
EXT-1222,"EMERITA CLEAN, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,30/08/2019
EXT-1102,"EMPRENDICIENCIA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,18/05/2016
EXT-1291,"ENERGÍA ENVERDE EXTREMADURA, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Consumidores y Usuarios,29/07/2022
BA-119,"ENVASES COOPERATIVOS DE EXTREMADURA, S. COOP. LTDA.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,03/06/1982
EXT-972,"ESAPA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/11/2012
EXT-1220,"ESPECIALISTAS DEL GRANITO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,29/07/2019
EXT-872,"ESTONE, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Cooperación y Colaboración Empresarial,29/03/2010
06/BA-420,"ESTUDIO-2, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,09/02/1990
EXT-1110,EUROMEDITERRÁNEA SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,11/07/2016
EXT-047,"EUROMIEL, S. COOP. DE SEGUNDO GRADO",BADAJOZ,MERIDA,6800,Segundo Grado,12/09/2001
06/BA-369,"EXTREMEÑA DE TELECOMUNICACIONES, S. COOP. LTDA.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,17/07/1989
EXT-978,"FORO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,07/02/2013
EXT-364,FRUTAEX SOCIEDAD COOPERATIVA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,24/03/1998
EXT-1063,"GESTIÓN DE CAPITAL, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,13/01/2015
EXT-1017,GESTION DE SERVICIOS INTEGRALES SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,27/11/2013
EXT-1221,"GLADIUM, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,13/08/2019
EXT-1272,"GOL TECNOLOGÍA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,09/11/2021
EXT-897,"GOLD, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,02/11/2010
EXT-1091,"GRUPO BILDERBERG, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,05/02/2016
EXT-1111,"GRUPO CUATRO ESTACIONES, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,13/07/2016
EXT-937,GRUPO EL MUNDO SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,09/11/2011
EXT-938,GRUPO EXPANSIÓN SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,11/11/2011
EXT-1066,"GRUPO MC, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,17/02/2015
EXT-1005,"GRUPO MERIDA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,09/10/2013
EXT-1020,"GRUPO ORO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,23/12/2013
EXT-981,"GRUPO SOL, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,07/02/2013
EXT-1185,"HABITO ACTIVOS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,08/08/2018
EXT-1136,"HABITUS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/01/2017
EXT-1186,"HERRAMIENTAS Y MAQUINARIA, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,13/08/2018
EXT-1037,"HOME MARKET, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,03/06/2014
EXT-1236,"HOSTEL FLX, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,30/01/2020
EXT-1010,"IBERAGRO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,25/10/2013
EXT-035,"IBERGENETICA EXTREMEÑA, S. COOP.",BADAJOZ,MERIDA,6800,Segundo Grado,07/02/2000
EXT-1281,"IBERO LUSO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,11/04/2022
EXT-1289,"IMPORIBERIA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,18/07/2022
EXT-1002,"INSERT COIN, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/09/2013
EXT-1132,"INSPIRACIÓN, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,22/11/2016
EXT-1057,"INVERSIL, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,28/11/2014
EXT-841,"ISHTAR, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,17/09/2009
EXT-1143,"LAS NIÑAS, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,30/03/2017
EXT-1103,"LAS TRES BBB, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/05/2016
EXT-1135,"LINZHENG & LINSHENG, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,21/12/2016
EXT-997,"LOS CHIVÉ, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,06/08/2013
EXT-810,"LOS SARDINEROS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,02/03/2009
EXT-1085,"LUSITANIA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,17/11/2015
EXT-1226,"LUSO INVERSIONES, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,04/10/2019
EXT-1142,"MAITREYA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,24/03/2017
EXT-725,"MÉRIDA TRANS, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Transportistas,07/03/2008
EXT-1117,"MORFEO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,28/07/2016
EXT-1056,"MULTISERVICIOS EXTREMEÑOS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,14/11/2014
EXT-032,"NATURALEZA ALIMENTARIA EXTREMEÑA, S. COOP.",BADAJOZ,MERIDA,6800,Segundo Grado,05/10/1999
EXT-1287,"NEXTWORKING, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,27/06/2022
EXT-1134,"NOT-ATELIER, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,05/12/2016
EXT-1192,"NUEVOS HOSTELEROS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,27/11/2018
EXT-1141,"POCOS PELOS, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,23/03/2017
EXT-1053,POLLOS ASADOS EMERITA SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,10/11/2014
EXT-1162,"PREXENZ, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,05/03/2018
EXT-085,PRODHIES S. COOP.,BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,04/12/2003
EXT-892,PROSERPINA SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Enseñanza,31/08/2010
EXT-1167,"QINGTIAN, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,16/04/2018
EXT-949,"RADIO TAXI MÉRIDA, SOCIEDAD COOPERATIVA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Servicios,09/03/2012
EXT-974,"RECAMBIOS RM, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,29/11/2012
EXT-996,"REPARAEX EMPRESA DE SERVICIOS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,15/07/2013
EXT-1240,"RESTAUREX, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,28/02/2020
EXT-492,"ROGRASA, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,25/02/2000
EXT-984,"ROTRAMER, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,07/02/2013
EXT-983,"SANTA EULALIA BIO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,07/02/2013
BA-221,"SIDEROMETALÚRGICA SANTA EULALIA, S. COOP. LTDA.",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,24/01/1985
EXT-1137,"SILOS BULK, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,20/01/2017
EXT-019,"SOCIEDAD COOPERATIVA AGRÍCOLA ""COFRUITS""",BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,12/04/1993
EXT-907,SOCIEDAD COOPERATIVA DE MAQUINARIA CERRO GORDO,BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,15/02/2011
EXT-122,"SOCIEDAD COOPERATIVA DE TRANSPORTES EXTREMEÑOS, ""COTE""",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Transportistas,14/12/1966
EXT-076,SOCIEDAD COOPERATIVA EL RINCÓN DE VALDEPALACIOS,BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,23/06/2003
EXT-608,SOCIEDAD COOPERATIVA LIMITADA DE ENSEÑANZA ANOMÍA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,22/02/1984
EXT-700,SOCIEDAD COOPERATIVA LIMITADA DOCENTE SAN JUAN BOSCO DE MERIDA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Enseñanza,25/06/1982
EXT-1123,SOCIEDAD COOPERATIVA LIMITADA DOCENTE SANTA EULALIA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Enseñanza,16/03/1984
BA-336,SOCIEDAD COOPERATIVA LIMITADA DOCENTE SANTO ÁNGEL DE MÉRIDA,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Enseñanza,25/06/1987
06/BA-800,SOCIEDAD COOPERATIVA SADEX FUTURO,BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,21/09/1998
EXT-341,SOCIEDAD COOPERATIVA SAN JOSE DE CALAMONTE,BADAJOZ,MERIDA,6800,Sociedades Cooperativas Agroalimentarias,04/03/1980
EXT-1233,"SOY TU GESTOR, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,17/01/2020
EXT-1078,"SUMINISTROS EXTREM-AGRO, S. COOP. ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,06/08/2015
EXT-951,"THE WORLD, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,02/04/2012
EXT-1218,"THEMIS, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,19/07/2019
EXT-1227,"TINTORETO, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,14/10/2019
ACE-001,UNIÓN DE COOPERATIVAS DE TRABAJO ASOCIADO DE EXTREMADURA (UCETA),BADAJOZ,MERIDA,6800,Asociación o Union de Cooperativas,18/04/1988
ACE-005,UNIÓN DE COOPERATIVAS DE TRANSPORTE DE EXTREMADURA (UCOTRANEX),BADAJOZ,MERIDA,6800,Asociación o Union de Cooperativas,14/06/1989
EXT-1173,"WIRESHART, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,08/05/2018
EXT-1225,"XU SHENG, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MERIDA,6800,Sociedades Cooperativas de Trabajo Asociado,30/09/2019
EXT-1016,"CEDISAD MIRANDILLA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MIRANDILLA,6891,Sociedades Cooperativas de Trabajo Asociado,27/11/2013
EXT-1238,"EL PICONERO, S. COOP. ESPECIAL",BADAJOZ,MIRANDILLA,6891,Sociedades Cooperativas de Trabajo Asociado,03/02/2020
EXT-653,ASESORAMIENTOS DEL SUR S. COOP. LTDA.,BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,18/10/2001
EXT-496,"CABARCO, S. COOP.",BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,14/07/1999
EXT-396,"COMOSUREX, S. COOP.",BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Servicios,23/05/2000
EXT-363,MADERAS FERREIRA S. COOP. LTDA.,BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,29/11/1993
EXT-674,QUECNI S. COOP. LTDA.,BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,16/03/1984
EXT-1077,"SALUD Y CONCIENCIA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,06/08/2015
06/BA-786,"SAN PEDRO DE MONESTERIO, S. COOP. LTDA.",BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,28/04/1998
EXT-376,SOCIEDAD COOPERATIVA COGANEX,BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas Agroalimentarias,12/12/1995
EXT-670,SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN ISIDRO DE MONESTERIO,BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas Agroalimentarias,15/04/1980
EXT-838,"SURETRANS, S. COOP.",BADAJOZ,MONESTERIO,6260,Sociedades Cooperativas de Trabajo Asociado,20/09/2000
EXT-645,"DOCENTES DE MONTEMOLIN, S. COOP. ESPECIAL",BADAJOZ,MONTEMOLIN,6291,Sociedades Cooperativas de Enseñanza,31/08/2007
EXT-336,LA MONTEMOLINESA SOCIEDAD COOPERATIVA LIMITADA,BADAJOZ,MONTEMOLIN,6291,Sociedades Cooperativas de Trabajo Asociado,08/05/1981
BA-208,SOCIEDAD COOPERATIVA LIMITADA AGRÍCOLA-GANADERA SAN BLAS DE MONTEMOLÍN,BADAJOZ,MONTEMOLIN,6291,Sociedades Cooperativas Agroalimentarias,06/08/1984
EXT-317,LA MILAGROSA DE MONTERRUBIO S. COOP. LTDA.,BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Sociedades Cooperativas Agroalimentarias,01/07/1991
EXT-429,"MONTSERENA, S. COOP. LTDA.",BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Sociedades Cooperativas de Trabajo Asociado,24/02/1988
EXT-669,PLAMESOL S. COOP. LTDA.,BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Sociedades Cooperativas de Trabajo Asociado,09/10/2002
EXT-263,"SOCIEDAD COOPERATIVA LIMITADA DEL CAMPO ""LA UNIDAD""",BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Sociedades Cooperativas Agroalimentarias,30/03/1946
EXT-617,SOCIEDAD COOPERATIVA PANIFICADORA NUESTRA SEÑORA DE CONSOLACIÓN,BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Sociedades Cooperativas de Consumidores y Usuarios,20/09/1976
EXT-1151,"UMM...TASTE SPAIN, S. COOP. ESPECIAL",BADAJOZ,MONTERRUBIO DE LA SERENA,6427,Cooperación y Colaboración Empresarial,14/09/2017
BA-163,"AGROMETÁLICA EXTREMEÑA, S. COOP. LTDA.",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,04/08/1983
EXT-081,ALGORCHA SOCIEDAD COOPERATIVA,BADAJOZ,MONTIJO,6480,Segundo Grado,07/12/1999
EXT-1213,"ALONSO DE MENDOZA, SOCIEDAD COOPERATIVA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas Agroalimentarias,24/06/2019
EXT-597,"ARCO IRIS DE MONTIJO, SOCIEDAD COOPERATIVA LIMITADA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,11/12/1992
EXT-1184,"BELLA CALEDONIA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,08/08/2018
EXT-1092,BICODICE SOCIEDAD COOPERATIVA ESPECIAL,BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,01/03/2016
EXT-487,"CHARCA DE LAS ENCANTADAS, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,24/03/2003
BA-296,"EIDOS DE MONTIJO, S. COOP. LTDA.",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,10/09/1986
EXT-308,EL NIDO DE MONTIJO SOCIEDAD COOPERATIVA LIMITADA,BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,02/12/1992
EXT-519,FRUTAS DEL GUADIANA SOCIEDAD COOPERATIVA,BADAJOZ,MONTIJO,6480,Sociedades Cooperativas Agroalimentarias,24/09/2003
EXT-1195,"GDOSZ, SOCIEDAD COOPERATIVA ESPECIAL PROFESIONAL",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,21/12/2018
EXT-1230,"GRUPO ESTRELLA, SOCIEDAD COOPERATIVA ESPECIAL",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,02/12/2019
EXT-572,"GUADIANILLA, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,11/07/2002
BA-306,"LA CLAVE DE MONTIJO, S. COOP. LTDA.",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,04/11/1986
EXT-1106,LA ESCUELA S. COOP. ESPECIAL,BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,09/06/2016
EXT-1172,"LAS NIÑAS DEL PIPO, S. COOP. ESPECIAL",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,07/05/2018
EXT-574,"LOS CANCHALES, SOCIEDAD COOPERATIVA DE EXPLOTACIÓN COMUNITARIA DE LA TIERRA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Explotación Comunitaria de la Tierra,18/02/2004
EXT-463,"MERCADEX MERCADILLOS DE EXTREMADURA, SOCIEDAD COOPERATIVA",BADAJOZ,MONTIJO,6480,Sociedades Cooperativas de Trabajo Asociado,16/02/2007
