"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
5695,"Autonómico","Badajoz",17/01/12,"ASOCIACION CENTRO HIPICO PEREIRA","C/ ROMERO Nº 11, BAJO","BADAJOZ",," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5695,"Autonómico","Cáceres",08/06/17,"ASOCIACIÓN SOCIEDAD GASTRONÓMICA CACEREÑA ""GASTROCEREX""","C/ GIL CORDERO, 17 A 3º-B","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5696,"Autonómico","Badajoz",17/01/12,"ASOCIACION DE VOLUNTARIOS OSTOMIZADOS DE EXTREMADURA (AVOEX)","C/ ROMERO Nº 1","DON BENITO","06400"," OTRAS, OTRAS DE SOLIDARIDAD"
5696,"Autonómico","Cáceres",08/06/17,"ASOCIACIÓN BOMBEROS FORESTALES INCENDIOS DE EXTREMADURA (ABOFINEX)","C/ AGUAS VIVAS, 11","CÁCERES",," OTRAS, OTRAS DE SOLIDARIDAD"
5697,"Autonómico","Badajoz",18/01/12,"ASOCIACION CULTURAL EQUINA LA FUENTE","C/ CORREDERA S/N","FUENTE DEL MAESTRE","06360"," DEPORTISTAS, EXDEPORTISTAS, MEDICOS, FARMACÉUTICOS, OTROS SANITARIOS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5698,"Autonómico","Badajoz",18/01/12,"ASOCIACION DE PERITOS JUDICIALES DE PREVENCIÓN DE RIESGOS LABORALES DE EXTREMADURA ""PERILAEX""","C/ SAN SISENANDO Nº 28, 2º DCHA.","BADAJOZ",," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, INGENIEROS"
5698,"Autonómico","Cáceres",28/06/17,"ASOCIACIÓN DE SENDERISMO ""PICO BLANCO""","AVD/ EXTREMADURA, 17","PESGA, LA","10649"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, INGENIEROS"
5699,"Autonómico","Badajoz",18/01/12,"ETIKA PRO (ASOCIACION DE PRODUCTORES Y PROMOTORES CULTURALES EXTREMEÑOS)","Pol. Industrial Las Palmeras Nave 5, c/ Mirandilla s/n","MERIDA","06800"," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5699,"Autonómico","Cáceres",29/06/17,"ASOCIACIÓN LUCHANDO CON VICTORIA","C/ RÓDANO, A6 DP","CÁCERES",," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5700,"Autonómico","Badajoz",18/01/12,"ASOCIACION ""AMPA CEIP Nº 26 LAS VAGUADAS""","C/ PANTANO DE LA SERENA, S/N","BADAJOZ",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, MADRES Y PADRES DE ALUMNOS"
5700,"Comarcal","Cáceres",01/08/17,"DE PROPIETARIOS FORESTALES DEL VALLE DEL ÁRRAGO","PZA. MAYOR, S/N","DESCARGAMARIA","10866"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, MADRES Y PADRES DE ALUMNOS"
5701,"Autonómico","Badajoz",18/01/12,"ASOCIACION RUGBY VETERANOS INTERFRONTERIZA DE BADAJOZ","C/ HERNAN CORTES Nº 16, 2º D","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, FESTEJOS, OCIO, TIEMPO LIBRE, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5701,"Autonómico","Cáceres",04/08/17,"DE SENDERISTAS DE ZARZA LA MAYOR","PZA. MAYOR, Nº 1","ZARZA LA MAYOR","10880"," DEPORTISTAS, EXDEPORTISTAS, FESTEJOS, OCIO, TIEMPO LIBRE, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5702,"Autonómico","Badajoz",19/01/12,"ASOCIACION YEGUADA ANTONIO MARIÑAS","POL. EL NEVERO, PARCELA 46","BADAJOZ",," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEPORTISTAS, EXDEPORTISTAS"
5702,"Local","Cáceres",07/08/17,"DE GANADEROS DEHESA BOYAL ARROYO DE LA LUZ","C/ PARRA, 33","ARROYO DE LA LUZ","10900"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEPORTISTAS, EXDEPORTISTAS"
5703,"Local","Badajoz",20/01/12,"ASOCIACION PEÑA BARCELONISTA DE RUECAS","C/ VEGAS BAJAS Nº 21","RUECAS","06412","HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, OTRAS, SOCIOS, SEGUIDORES"
5703,"Autonómico","Cáceres",11/09/17,"TU TAMBIÉN PUEDES (UTOOCAN)","C/ GALLEGOS, 15","CÁCERES",,"HOMBRES, VIOLENCIA DE GÉNERO, JÓVENES, OTRAS, SOCIOS, SEGUIDORES"
5704,"Comarcal","Badajoz",20/01/12,"ASOCIACION RC SALTABACHES RACING","RONDA DE GABRIEL Y GALAN Nº 2, 1º IZDA.","SAN VICENTE DE ALCÁNTARA","06500"," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5704,"Autonómico","Cáceres",16/09/17,"EL DIA QUE TODO CAMBIÓ EDqTC HEMO-CIONES","C/ LDO. JUAN RODRÍGUEZ DE MOLINA, 54","CÁCERES",," OTRAS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5705,"Autonómico","Badajoz",23/01/12,"ASOCIACION ""PLATAFORMA EXTREMEÑA DE VOLUNTARIOS DE PROTECCIÓN CIVIL (AVOPROEX)""","C/ CEDRO Nº 2","DON BENITO","06400"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS, PROTECCIÓN CIVIL"
5705,"Local","Cáceres",12/09/17,"DE JUEGO LIBRE ANDARRIOS","C/ EXTREMADURA, 55","VALENCIA DE ALCÁNTARA","10500"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS, PROTECCIÓN CIVIL"
5706,"Autonómico","Badajoz",23/01/12,"ASOCIACION MOVIMIENTO CRISTO SALVA","C/ RICARDO CARAPETO Nº 4 A","BADAJOZ",," DE BASE RELIGIOSA, MADRES Y PADRES DE ALUMNOS, OTRAS"
5706,"Comarcal","Cáceres",20/09/17,"AMPA SAN RAMÓN DEL IESO CAPARRA","C/ LAS CRUCES, S/N","ZARZA DE GRANADILLA","10710"," DE BASE RELIGIOSA, MADRES Y PADRES DE ALUMNOS, OTRAS"
5707,"Comarcal","Badajoz",27/01/12,"ASOCIACIÓN PROTECTORA DE ANIMALES DE LLERENA","C/ Puerta Aurora, 12","LLERENA","06900"," PROTECCIÓN DE ANIMALES Y PLANTAS"
5708,"Autonómico","Badajoz",27/01/12,"ASOCIACIÓN CICLOTURISTA ""CANCHO ROANO"" DE ZALAMEA DE LA SERENA","C/ San Francisco, 6","ZALAMEA DE LA SERENA","06430"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
5708,"Local","Cáceres",27/09/17,"ASOCIACION DEPORTIVO CULTURAL PEÑA MADRIDISTA ""FUENTE LA ORDEN"" DE ALCUESCAR","C/ San Juan, 14","ALCUÉSCAR","10160"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, PEÑAS, CLUBES, CASAS REGIONALES"
5709,"Local","Badajoz",27/01/12,"ASOCIACIÓN PEÑA CULTURAL TAURINA ""VUELTA AL RUEDO""","C/ Libertad, 120","MONESTERIO","06260"," PEÑAS, CLUBES, CASAS REGIONALES, TAURINAS"
5709,"Autonómico","Cáceres",27/09/17,"PEÑA LOS MOTOJIGOS","Ctra. De Medellín, km. 49","ALMOHARIN","10132"," PEÑAS, CLUBES, CASAS REGIONALES, TAURINAS"
5710,"Local","Badajoz",27/01/12,"ASOCIACIÓN GELEM GELEM DE MADRES / PADRES DEL C.E.I.P. SAN PEDRO DE ALCÁNTARA","C/ José Lanot Moreno, s/n","BADAJOZ",," MADRES Y PADRES DE ALUMNOS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5710,"Local","Cáceres",05/10/17,"AMIGOS DE LA DIABETES CAMPO ARAÑUELO","C/ CONCORDIA, 2-3º A","NAVALMORAL DE LA MATA","10300"," MADRES Y PADRES DE ALUMNOS, PREVENCIÓN Y ACCIÓN CONTRA ENFERMEDADES"
5711,"Comarcal","Badajoz",27/01/12,"ASOCIACIÓN ARTE CASTÚO","C/ Moreno Nieto, 26","AZUAGA","06920"," CULTURALES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, OTRAS"
5711,"Autonómico","Cáceres",05/10/17,"DE PADEL CAÑAVERAL","c/ Cantarranas, s/n (Antiguas Escuelas)","CAÑAVERAL","10820"," CULTURALES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, OTRAS"
5712,"Comarcal","Badajoz",02/02/12,"ASOCIACION TURISTICA ""SERENA ACTIVA""","C/ MARTIRES Nº 3, 1º IZDA.","CASTUERA","06420"," ECONÓMICAS, TECNOLÓGICAS, DE PROFESIONALES Y DE INTERESES, FESTEJOS, OCIO, TIEMPO LIBRE"
5712,"Autonómico","Cáceres",09/10/17,"CUMBRECASSING","C/ Agapito Monforte, 156","AHIGAL","10650"," ECONÓMICAS, TECNOLÓGICAS, DE PROFESIONALES Y DE INTERESES, FESTEJOS, OCIO, TIEMPO LIBRE"
5713,"Local","Badajoz",03/02/12,"ASOCIACION CENTRO DE MAYORES DE MARIA AUXILIADORA","C/ JESUS RINCON JIMENEZ Nº 5","BADAJOZ",," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, MEDICOS, FARMACÉUTICOS, OTROS SANITARIOS, OTRAS REFERIDAS A DISCAPACIDAD Y/O DEPENDENCIA, PERSONAS MAYORES"
5713,"Autonómico","Cáceres",18/10/17,"APREDEX (ASOCIACIÓN DE PROFESIONALES DE LOS EQUIPOS DE DEPENDENCIA DE EXTREMADURA)","c/ Roche Sur YON, 1,3ºA","CÁCERES",," ASISTENCIALES A PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, MEDICOS, FARMACÉUTICOS, OTROS SANITARIOS, OTRAS REFERIDAS A DISCAPACIDAD Y/O DEPENDENCIA, PERSONAS MAYORES"
5714,"Local","Badajoz",03/02/12,"ASOCIACION YOGA Y PILATES ABERDARE PARA UN BIENESTAR FÍSICO Y MENTAL","C/ MARTIRES Nº 41","VILLAFRANCA DE LOS BARROS","06220"," CULTURA POPULAR, GASTRONOMÍA, MUSICALES, OTRAS DE SOLIDARIDAD"
5714,"Autonómico","Cáceres",18/10/17,"GRUPO DE COROS Y DANZAS LOS JARENTINOS","C/ Hernán Cortés, 57","JARAIZ DE LA VERA","10400"," CULTURA POPULAR, GASTRONOMÍA, MUSICALES, OTRAS DE SOLIDARIDAD"
5715,"Autonómico","Badajoz",03/02/12,"ASOCIACION CENTRO ECUESTRE EL CAMINO","C/ SAN MIGUEL Nº 2","VALDEBOTOA","06194"," DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5715,"Autonómico","Cáceres",19/10/17,"AMIGOS DEL CABALLO DE ROSALEJO","C/ LA PALMA, 9","ROSALEJO","10391"," DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5716,"Autonómico","Badajoz",06/02/12,"ASOCIACIÓN NTRA. SRA. DE SETEFILLA","Avda. Juan Carlos Rodríguez Ibarra, 147 - 1 A","ALMENDRALEJO","06200"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, FESTEJOS, OCIO, TIEMPO LIBRE"
5716,"Local","Cáceres",19/10/17,"EL ENIGMA DE LA MASCARA","C/ MERCADO, 20, 1º F","NAVALMORAL DE LA MATA","10300"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, FESTEJOS, OCIO, TIEMPO LIBRE"
5717,"Autonómico","Badajoz",06/02/12,"ASOCIACIÓN APROCAM EXTREMADURA (ASOCIACIÓN PARA LA PROMOCIÓN DEL CAMPO EN EXTREMADURA)","Plaza Juan Carlos I, nº 14","PUEBLA DE LA CALZADA","06490"," CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES"
5717,"Comarcal","Cáceres",19/10/17,"CULTURAL Y MUSICAL LOS SANTITOS DE SANTIBAÑEZ EL ALTO","C/ GABRIEL Y GALÁN, 13","SANTIBAÑEZ EL ALTO","10859"," CULTURALES, DEPORTISTAS, EXDEPORTISTAS, MUSICALES"
5718,"Autonómico","Badajoz",13/02/12,"ASOCIACIÓN CULTURAL JARA BLANCA","C/ Corredera, nº 3","FUENTE DEL MAESTRE","06360"," CULTURA POPULAR, GASTRONOMÍA, FESTEJOS, OCIO, TIEMPO LIBRE"
5718,"Autonómico","Cáceres",27/10/17,"PEÑA VERTIGO DE NAVALMORAL DE LA MATA","C/ PERALEDA DE LA MATA, S/N (ULTIMA NAVE)","NAVALMORAL DE LA MATA","10300"," CULTURA POPULAR, GASTRONOMÍA, FESTEJOS, OCIO, TIEMPO LIBRE"
5719,"Autonómico","Badajoz",14/02/12,"ASOCIACIÓN BANDA DE CORNETAS Y TAMBORES ""MAESTRO ANDRÉS PÉREZ""","C/ Hermanas de la Cruz nº 35","OLIVA DE LA FRONTERA","06120"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURA POPULAR, GASTRONOMÍA"
5719,"Autonómico","Cáceres",30/10/17,"PITARREROS/AS DE MADRIGAL DE LA VERA","CTRA. DE OROPESA, 4, 2ºB","MADRIGAL DE LA VERA","10480"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURA POPULAR, GASTRONOMÍA"
5720,"Autonómico","Badajoz",16/02/12,"ASOCIACIÓN CULTURAL ORNITOLÓGICA FONTANESA","C/ El Sueño, nº 8","FUENTE DEL MAESTRE","06360"," CULTURA POPULAR, GASTRONOMÍA, PROTECCIÓN DE ANIMALES Y PLANTAS"
5720,"Autonómico","Cáceres",02/11/17,"GASTRONOMICA ROBLILLANO BARQUERO","C/ CALVARIO, 16","ROBLEDILLO DE LA VERA","10493"," CULTURA POPULAR, GASTRONOMÍA, PROTECCIÓN DE ANIMALES Y PLANTAS"
5721,"Autonómico","Badajoz",22/02/12,"ASOCIACION MUSICO-CULTURAL SAN MIGUEL 2012","C/ PEÑAS Nº 15","CABEZA DEL BUEY","06600"," COOPERACIÓN AL DESARROLLO, CODESARROLLO, HUMANIDADES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, MUSICALES, SOCIOEDUCATIVAS"
5721,"Autonómico","Cáceres",03/11/17,"VERDEDUCA","C/ LA LUNA, 4, 1º","NAVACONCEJO","10613"," COOPERACIÓN AL DESARROLLO, CODESARROLLO, HUMANIDADES, IGUALDAD DE TRATO Y DE OPORTUNIDADES ENTRE MUJERES Y HOMBRES, VIOLENCIA DE GÉNERO, MUSICALES, SOCIOEDUCATIVAS"
5722,"Autonómico","Badajoz",22/02/12,"ASOCIACION INICIATIVA CABE","C/ SAN JUAN DE DIOS Nº 4, 3º F","BADAJOZ",," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
5722,"Autonómico","Cáceres",09/11/17,"MORALEJA BIKER","C/ ESPARTEROS, 40, PISO 2º","MORALEJA","10840"," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
5723,"Local","Badajoz",27/02/12,"ASOCIACION RECREATIVA CULTURAL DE MAYORES VIRGEN DEL SOCORRO DE VILLAFRANCO DEL GUADIANA","PLAZA ANTONIO FERRERA, S/N","VILLAFRANCO DEL GUADIANA","06195"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, PERSONAS MAYORES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5723,"Autonómico","Cáceres",13/11/17,"CULTURAL ECUESTRE AMIGOS DEL CABALLO DE MEMBRIO","C/ PALACIOS, 18","MEMBRIO","10580"," DEPORTISTAS, EXDEPORTISTAS, OTRAS, PERSONAS MAYORES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5724,"Autonómico","Badajoz",28/02/12,"ASOCIACION DE MUJERES ARTESANAS ""LA JARA""!","PLAZA DE SAN MARTIN Nº 6","TORREFRESNEDA","06410"," OTRAS, TEATRO, ESPECTÁCULOS"
5724,"Autonómico","Cáceres",13/11/17,"CULTURAL XERTEATRO","SORAPAN DE RIEROS, 1","PLASENCIA","10600"," OTRAS, TEATRO, ESPECTÁCULOS"
5725,"Local","Badajoz",28/02/12,"ASOCIACION DE MUJERES RURALES ""PURA CEPA""","C/ VILLALBA Nº 6","ALMENDRALEJO","06200"," CULTURALES, OTRAS, RECREATIVAS, TEATRO, ESPECTÁCULOS"
5726,"Local","Badajoz",28/02/12,"ASOCIACION AGRUPACION DE DEFENSA SANITARIA INTEGRAL DE GANADO SAN ILDEFONSO DE SALORINO","C/ PABLO LAPEÑA Nº 18","ALBURQUERQUE","06510"," ACCIÓN SOCIAL, VOLUNTARIADO, AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEPORTIVAS"
5726,"Autonómico","Cáceres",15/11/17,"PLASENCIA DUCKS","C/ SOR VALENTINA MIRÓN, 19, 3º B","PLASENCIA","10600"," ACCIÓN SOCIAL, VOLUNTARIADO, AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, DEPORTIVAS"
5727,"Autonómico","Badajoz",05/03/12,"ASOCIACIÓN DE AGENTES INMOBILIARIOS DE BADAJOZ","Plaza de las Américas, nº 8","BADAJOZ",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5727,"Autonómico","Cáceres",15/11/17,"SOCIEDAD PARA LA PROTECCION DE LAS AVES Y SUS HABITATS EN EXTREMADURA-SPAHEX","C/ SAN JUAN, 11","CAMPO-LUGAR","10134"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5728,"Autonómico","Badajoz",05/03/12,"ASOCIACIÓN AMIGOS DE LA DEHESA EXTREMEÑA","C/ Paseo Condes de Barcelona, nº 14 - 2º D","BADAJOZ",," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5728,"Autonómico","Cáceres",15/11/17,"PAISAJES VIVOS","AVDA. SIERRA DE GATA, 60","HOYOS","10850"," DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5729,"Provincial","Badajoz",05/03/12,"ASOCIACIÓN PEÑA MADRIDISTA POLÍGONO NUEVA CIUDAD","C/ Juan Fco. Babiano Giner, nº 18","MERIDA","06800"," DERECHOS DE PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, SOCIOS, SEGUIDORES"
5729,"Autonómico","Cáceres",15/11/17,"APOPAR 21","REYES HUERTAS, 22","CÁCERES",," DERECHOS DE PERSONAS CON DISCAPACIDAD Y/O EN SITUACIÓN DE DEPENDENCIA, SOCIOS, SEGUIDORES"
5730,"Autonómico","Cáceres",15/11/17,"MICOLOGICA DE TRUJILLO ""LA DEHESILLA""","CAFETERIA LA DEHESILLA, CALLE 1, Nº 13 POL.INDUS. ARROYO CABALLO","TRUJILLO","10200"," DE BASE RELIGIOSA, MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5731,"Local","Badajoz",06/03/12,"ASOCIACIÓN CLUB DE FUMADORES LOS AMIGOS","C/ Costa Rica, nº 2","OLIVENZA","06100"," BIENESTAR PERSONAL, OTRAS"
5731,"Comarcal","Cáceres",17/11/17,"TANDAVA HERVAS","C/ BRAULIO NAVAS, 17, 2º B","HERVÁS","10700"," BIENESTAR PERSONAL, OTRAS"
5732,"Provincial","Badajoz",06/03/12,"ASOCIACIÓN LIMBO-CULTURA","C/ Bravo Murillo, s/n","OLIVENZA","06100"," CULTURALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5732,"Local","Cáceres",17/11/17,"MICOLOGICA EL ROUCHO","PZA. DE LA CONSTITUCION, 1","SERRADILLA","10530"," CULTURALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5733,"Autonómico","Badajoz",06/03/12,"ASOCIACIÓN OCIO Y TIEMPO LIBRE ""APRAY""","C/ San Lorenzo, nº 117","OLIVA DE LA FRONTERA","06120"," CULTURALES, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
5733,"Autonómico","Cáceres",20/11/17,"EXTREMEÑOS BETICA FUTBOL SALA","MADROÑO, 17","PLASENCIA","10600"," CULTURALES, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTISTAS, EXDEPORTISTAS"
5734,"Autonómico","Badajoz",12/03/12,"ASOCIACIÓN CUARTETO BERZOSAX","Avda. Emigrantes, nº 32","ALBURQUERQUE","06510"," MUSICALES, NATURISMO, MEDICINAS ALTERNATIVAS"
5734,"Autonómico","Cáceres",21/11/17,"PRONATURALIS","C/ MONFRAGüE, 1, 7º D","CÁCERES",," MUSICALES, NATURISMO, MEDICINAS ALTERNATIVAS"
5735,"Autonómico","Badajoz",12/03/12,"ASOCIACIÓN EXTREMEÑA DE LAS ARTES","Ctra. de Cáceres, km 86 (Semillero de Empresas, Centro Proface)","BADAJOZ",," CULTURALES, FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO"
5736,"Local","Badajoz",13/03/12,"ASOCIACIÓN ECUESTRE ""LOS RONZALES""","Avda. de las Fuentes, nº 17","HIGUERA DE LA SERENA","06441"," MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS, TEATRO, ESPECTÁCULOS"
5736,"Autonómico","Cáceres",21/11/17,"CULTURAL SAN LATÓN","SAN LUCAS, 5","ALISEDA","10550"," MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS, TEATRO, ESPECTÁCULOS"
5737,"Local","Badajoz",13/03/12,"ASOCIACIÓN PROTECTORA DE ANIMALES LARA LAS ALBERCAS","C/ Encina, nº 1 - 2º B","DON BENITO","06400"," MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5737,"Autonómico","Cáceres",22/11/17,"CULTURAL Y MUSICAL HARD ROCK BAND","BARRIADA DE LA DIPUTACIÓN, 14","CASAR DE CÁCERES","10190"," MUSICALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5738,"Autonómico","Badajoz",15/03/12,"ASOCIACIÓN CULTURAL ECUESTRE EL ESTRIBO VAQUERO","C/ Badajoz, nº 25","CASAS DE DON PEDRO","06770"," PEÑAS, CLUBES, CASAS REGIONALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5738,"Local","Cáceres",22/11/17,"PEÑA ATLETICA PIORNALEGA","C/ CUBA, 7","PIORNAL","10615"," PEÑAS, CLUBES, CASAS REGIONALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
5739,"Provincial","Badajoz",20/03/12,"ASOCIACIÓN DE MADRES Y PADRES DE ALUMNOS DEL CENTRO EDUCATIVO APROSUBA 13","C/ León Felipe, nº 1","VILLAFRANCA DE LOS BARROS","06220"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, MADRES Y PADRES DE ALUMNOS, OTRAS"
5739,"Comarcal","Cáceres",22/11/17,"CULTURAL Y DEPORTIVA ""TAXUX COMARCA DE LA VERA""","C/ LA TRILLA, 26","JARANDILLA DE LA VERA","10450"," FOMENTO DEL DEPORTE, DESARROLLO DEPORTIVO, MADRES Y PADRES DE ALUMNOS, OTRAS"
5740,"Autonómico","Badajoz",20/03/12,"ASOCIACIÓN PARA EL DESARROLLO DEL FUTURO DE EXTREMADURA (ADEFEX)","C/ Caya, nº 5","MONTIJO","06480"," CÍVICO-POLÍTICAS, CULTURALES, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEFENSA DEL PATRIMONIO"
5740,"Autonómico","Cáceres",23/11/17,"ASOCIACION PARA LA PROMOCION DEL PATRIMONIO ARQUEOLÓGICO, HISTÓRICO Y CULTURAL DE EXTREMADURA (APPAHCE)","C/ TRUJILLO, 11","PLASENZUELA","10271"," CÍVICO-POLÍTICAS, CULTURALES, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEFENSA DEL PATRIMONIO"
5741,"Local","Badajoz",20/03/12,"ASOCIACIÓN ""HERMANDAD DE SANTIAGO APOSTOL DE JEREZ DE LOS CABALLEROS""","C/ Alhóndiga, nº 12 - A","JEREZ DE LOS CABALLEROS","06380"," DE BASE RELIGIOSA, OTRAS"
5741,"Autonómico","Cáceres",23/11/17,"CORRECORDELES","C/ LAS PALMERAS, 31 (PUEBLONUEVO DE MIRAMONTES","TALAYUELA","10310"," DE BASE RELIGIOSA, OTRAS"
5742,"Autonómico","Badajoz",20/03/12,"ANCÁ, ASOCIACIÓN EXTREMEÑA PARA EL ACOGIMIENTO FAMILIAR","Avda. López de Ayala, nº 17 - 2º D","ALMENDRALEJO","06200"," FAMILIA, FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
5742,"Autonómico","Cáceres",24/11/17,"DE SENDERISMO RUTA AVENTURA","C/ PEDRO DE IBARRA, 13","CÁCERES",," FAMILIA, FESTEJOS, OCIO, TIEMPO LIBRE, OTRAS"
5743,"Provincial","Badajoz",20/03/12,"ASOCIACIÓN PEÑA BARCELONISTA CULTURAL DEPORTIVA DE ALCONCHEL","C/ Corredera, nº 38","ALCONCHEL","06131"," MUSICALES, SOCIOS, SEGUIDORES"
5743,"Comarcal","Cáceres",24/11/17,"CLUB CULTURA ""JAZZ CORIA""","C/ HURDES, 31, POLIGONO INDUSTRIAL LOS ROSALES","CORIA","10800"," MUSICALES, SOCIOS, SEGUIDORES"
5744,"Local","Badajoz",20/03/12,"ASOCIACIÓN S.O.S. PERROS  BADAJOZ","C/ BATALLA FUENTES DE OÑORO Nº 1","BADAJOZ",," AUDIOVISUALES, RADIO, TV, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5744,"Autonómico","Cáceres",27/11/17,"BADILA, ASOCIACION CULTURAL","AVDA. GARCÍA PRIETO, 44, 3º","JARANDILLA DE LA VERA","10450"," AUDIOVISUALES, RADIO, TV, OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
5745,"Local","Badajoz",22/03/12,"ASOCIACIÓN CULTURAL ""ABRILONGO""","C/ Federico García Lorca, nº 30","CODOSERA, LA","06518"," CULTURALES, DEFENSA DEL PATRIMONIO"
5745,"Local","Cáceres",28/12/17,"AMIGOS DEL CASTILLO DE CORIA","AVDA. ALFONSO VII (SEDE UNED)","CORIA","10800"," CULTURALES, DEFENSA DEL PATRIMONIO"
5746,"Autonómico","Badajoz",22/03/12,"ASOCIACIÓN COFRADIA SANTÍSIMO SACRAMENTO DE BIENVENIDA","C/ Vicario, nº 1","BIENVENIDA","06250"," AUDIOVISUALES, RADIO, TV, DE BASE RELIGIOSA"
