"Nregistro","Ambito","Provincia","Fregistro","Nombre","Domicilio","Dlocalidad","CodPostal","fines"
4506,"Autonómico","Cáceres",01/02/11,"ASOCIACIÓN COLECTIVO DE GUÍAS DE MONFRAGÜE","CTRA PLASENCIA-TRUJILLO KM 10","MALPARTIDA DE PLASENCIA","10680"," CULTURALES, MEDIO AMBIENTE, PEÑAS, CLUBES, CASAS REGIONALES"
4507,"Local","Badajoz",27/08/07,"ASOCIACION DE VECINOS SOCIOCULTURAL DE VEGAS ALTAS","C/ JESUS, S/N","VEGAS ALTAS","06731"," CULTURALES, MEDIO AMBIENTE"
4507,"Autonómico","Cáceres",03/02/11,"ASOCIACIÓN CULTURAL MONFRAGÜE CONTEMPORÁNEA","C/ TRAVESÍA REAL, 2","MALPARTIDA DE PLASENCIA","10680"," CULTURALES, MEDIO AMBIENTE"
4508,"Autonómico","Badajoz",27/08/07,"ASOCIACION DE EMPRESAS TURISTICAS DE LA VIA DE LA PLATA","C/ Margarita García de Blanes, 11- 1º A","MERIDA","06800"," DE BASE RELIGIOSA, TURISMO"
4508,"Autonómico","Cáceres",09/02/11,"ASOCIACIÓN CULTURAL COFRADÍA DEL CALVARIO Y LOS AZOTES","AVD PLASENCIA, 7 BAJO","CABEZUELA DEL VALLE","10610"," DE BASE RELIGIOSA, TURISMO"
4509,"Autonómico","Badajoz",06/09/07,"ASOCIACION AMIGOS DE LA MUSICA","C/ FELIPE CHECA, 27","BADAJOZ",," ACCIÓN SOCIAL, VOLUNTARIADO, MUSICALES"
4509,"Provincial","Cáceres",17/02/11,"ASOCIACIÓN DE DEFENSA SANITARIA ""CAMPO ARAÑUELO""","C/ INDEPENDENCIA, 25","ROSALEJO","10391"," ACCIÓN SOCIAL, VOLUNTARIADO, MUSICALES"
4510,"Comarcal","Badajoz",06/09/07,"ASOCIACION DE FAMILIAS NUMEROSAS DE VILLAFRANCA DE LOS BARROS","C/ CISNEROS, 12- 2º B","VILLAFRANCA DE LOS BARROS","06220"," FAMILIA, SOCIOS, SEGUIDORES"
4510,"Provincial","Cáceres",17/02/11,"ASOCIACIÓN PEÑA MADRIDISTA TORREMENGA","AVD/ DE LA COSTITUCIÓN, 45","TORREMENGA","10413"," FAMILIA, SOCIOS, SEGUIDORES"
4511,"Autonómico","Badajoz",14/09/07,"ASOCIACION DE RESIDENTES BOLIVIANOS DE FUENTE DE CANTOS"," C/ Constitución, nº 1 (Universidad Popular)","FUENTE DE CANTOS","06240"," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
4511,"Autonómico","Cáceres",17/02/11,"ASOCIACIÓN DE DEFENSA PERSONAL INTEGRAL Y ARTES MARCIALES MIXTAS","AVD/ RODRÍGUEZ DE LEDESMA, 14 6º-A","CÁCERES",," DEPORTISTAS, EXDEPORTISTAS, OTRAS DE SOLIDARIDAD"
4512,"Autonómico","Badajoz",14/09/07,"ASOCIACION DE ESTETICA Y MICROPIGMENTACION DE EXTREMADURA","C/ Guareña, nº 33","DON BENITO","06400"," EDUCATIVAS, MEDICOS, FARMACÉUTICOS, OTROS SANITARIOS"
4512,"Autonómico","Cáceres",18/02/11,"ASOCIACIÓN EXTREMEÑA PARA LA FORMACIÓN EN INTELIGENCIA EMOCIONAL, IMAGINACIÓN Y HABILIDADES EMPRENDEDORAS","AVD/ CALERIZO, 7","CÁCERES",," EDUCATIVAS, MEDICOS, FARMACÉUTICOS, OTROS SANITARIOS"
4513,"Autonómico","Badajoz",14/09/07,"ASOCIACION PARA LA FORMACION AGRICOLA-GANADERA DE EXTREMADURA (AFAGE)","C/ Muñoz Crespo, nº 14","AZUAGA","06920"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURALES"
4513,"Autonómico","Cáceres",21/02/11,"ASOCIACIÓN MADINAT ALBALAT","C/ HERVÁS, 8","ROMANGORDO","10359"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, CULTURALES"
4514,"Provincial","Badajoz",14/09/07,"ASOCIACION CULTURAL CRISTIANA ""NUEVA VIDA""","C/ Torremayor, nº 3","MERIDA","06800"," FAMILIA, INTEGRACIÓN SOCIAL DE INMIGRANTES, MINORÍAS"
4515,"Local","Badajoz",14/09/07,"ASOCIACION ""PASION POR EL CABALLO""","C/ Virgen de Guadalupe, nº 12","CHELES","06105"," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS"
4515,"Autonómico","Cáceres",01/03/11,"ASOCIACIÓN DE MADRES Y PADRES DE ALUMNOS/AS EL MEMBRILLO","C/ MANANTÍO, 1","MEMBRIO","10580"," DEPORTISTAS, EXDEPORTISTAS, MADRES Y PADRES DE ALUMNOS"
4516,"Autonómico","Badajoz",01/10/07,"ASOCIACION ""ZAFRA CONVENTION BUREAU""","PLAZA DE ESPAÑA, 8 B (Oficina de Informac. Turistica)","ZAFRA","06300"," OTRAS, TURISMO"
4516,"Autonómico","Cáceres",01/03/11,"ASOCIACIÓN MOTO CLUB A LAS 10 EN PAQUINO","C/ CARRETERA PUENTE NUEVO, 15","CORIA","10800"," OTRAS, TURISMO"
4517,"Autonómico","Badajoz",01/10/07,"ASOCIACION AVICOLA VEGAS ALTAS","C/ MIGUEL ARIAS, 2- 3º C","DON BENITO","06400"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, MADRES Y PADRES DE ALUMNOS"
4517,"Provincial","Cáceres",02/03/11,"ASOCIACIÓN DE MADRES Y PADRES DE ALUMNOS/AS EL TORRICO HERRERUELA","C/ PROFESOR TIERNO GALVÁN, S/N","HERRERUELA","10560"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, MADRES Y PADRES DE ALUMNOS"
4518,"Autonómico","Badajoz",01/10/07,"ASOCIACION EXTREMEÑA DEL COMERCIO AMBULANTE","C/ CARBONERO, 15","MERIDA","06800"," COMERCIO, PROPIETARIOS, VECINOS"
4519,"Autonómico","Badajoz",01/10/07,"ASOCIACION DE PRODUCTORES DE CERDO IBERICO DE EXTREMADURA","AVDA. LUSITANIA, 23, Portal 5, 1º","MERIDA","06800"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, COMERCIO, CULTURALES"
4519,"Autonómico","Cáceres",03/03/11,"ASOCIACIÓN CULTURAL DE BARRADO","AVD/ DE EXTREMADURA, 19","BARRADO","10696"," AGRICULTURA, GANADERÍA, SILVICULTURA, CAZA, PESCA, COMERCIO, CULTURALES"
4520,"Provincial","Badajoz",01/10/07,"ASOCIACION PEÑA MADRIDISTA EL PORRINO","PLAZA DE ESPAÑA, 19","SALVALEÓN","06174"," MADRES Y PADRES DE ALUMNOS, SOCIOS, SEGUIDORES"
4520,"Comarcal","Cáceres",04/03/11,"ASOCIACIÓN DE PADRES Y MADRES DE ALUMNOS DEL I.E.S.O. GALISTEO","C/ XXV ANIVERSARIO DE LA CONSTITUCIÓN, S/N","GALISTEO","10691"," MADRES Y PADRES DE ALUMNOS, SOCIOS, SEGUIDORES"
4521,"Provincial","Badajoz",01/10/07,"ASOCIACION PEÑA MADRIDISTA EL PILAR","C/ CAMINO DE VILLAGONZALO, S/N","OLIVA DE MERIDA","06475"," MADRES Y PADRES DE ALUMNOS, SOCIOS, SEGUIDORES"
4521,"Local","Cáceres",04/03/11,"ASOCIACIÓN DE MADRES Y PADRES DE ALUMNOS SANTA BÁRBARA DEL CEIP SANTIAGO APÓSTOL","AVD/ DEL PARQUE, S/N","MARCHAGAZ","10662"," MADRES Y PADRES DE ALUMNOS, SOCIOS, SEGUIDORES"
4522,"Autonómico","Badajoz",02/10/07,"ASOCIACION DE ANTIGUOS ALUMNOS DEL COLEGIO SAN JOSE DE VILLANUEVA DE LA SERENA","C/ LOPEZ DE AYALA, 15 (COLEGIO SAN JOSE)","VILLANUEVA DE LA SERENA","06700"," CULTURA POPULAR, GASTRONOMÍA, OTRAS"
4522,"Autonómico","Cáceres",04/03/11,"ASOCIACIÓN CULTURAL LUZ CHINATA","C/ JOAQUÍN ALCALDE, 5","MALPARTIDA DE PLASENCIA","10680"," CULTURA POPULAR, GASTRONOMÍA, OTRAS"
4523,"Autonómico","Badajoz",02/10/07,"ASOCIACION ""ADELFA DE LA TOMA""","BARRIADA LAS RELIQUIAS, 2","PUEBLA DEL MAESTRE","06906"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, RECREATIVAS"
4523,"Local","Cáceres",04/03/11,"ASOCIACIÓN CLUB DE FUMADORES CASTRUM CULEBRI","PLAZA DE ESPAÑA, 6 1º","MONTÁNCHEZ","10170"," CULTURALES, PEÑAS, CLUBES, CASAS REGIONALES, RECREATIVAS"
4524,"Provincial","Badajoz",02/10/07,"AFITAR (ASOCIACION DE FIBROMIALGIA Y FATICA CRONICA DE TALAVERA LA REAL)","C/ JULIAN BESTEIRO, 31","TALAVERA LA REAL","06140"," OTRAS, OTRAS DE SOLIDARIDAD"
4524,"Comarcal","Cáceres",07/03/11,"ASOCIACIÓN FILATELICA, NUMISMATICA Y DE COLECCIONISMOS JULIAN DE LA CAMARA","AVD/ DE LAS ANGUSTIAS, 44 PORTAL 1º 2º-A","NAVALMORAL DE LA MATA","10300"," OTRAS, OTRAS DE SOLIDARIDAD"
4525,"Autonómico","Cáceres",08/03/11,"ASOCIACIÓN PARA EL FOMENTO DE LA INVESTIGACIÓN EN INMUNOLOGÍA Y MEDICINA MOLECULAR","C/ VIRGEN DE GUADALUPE, 20 BAJO","CÁCERES",," CIENCIAS"
4526,"Provincial","Badajoz",02/10/07,"ASOCIACION CULTURAL CRISTIANA ""LA RED""","C/ EUGENIO HERMOSO, 61 A","BADAJOZ",," DE BASE RELIGIOSA, OTRAS"
4526,"Autonómico","Cáceres",08/03/11,"ASOCIACIÓN PROFESIONAL EXTREMEÑA DE APICULTORES APAEX","PLAZA HUMILLADERO, 16","ALDEANUEVA DEL CAMINO","10740"," DE BASE RELIGIOSA, OTRAS"
4527,"Autonómico","Badajoz",02/10/07,"ASOCIACION ""MOTOR SPORT EL TRANVIA""","AVDA. DE EXTREMADURA, 55","SANTA MARTA DE LOS BARROS","06150"," MADRES Y PADRES DE ALUMNOS, OTRAS"
4527,"Local","Cáceres",09/03/11,"ASOCIACIÓN DE MADRES Y PADRES DE ALUMNOS DEL COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA LA PAZ","C/ PABLO IGLESIAS, S/N","PLASENCIA","10600"," MADRES Y PADRES DE ALUMNOS, OTRAS"
4528,"Autonómico","Badajoz",02/10/07,"ASOCIACION SENDERISTA ""LA VIA VERDE""","C/ HERRERA, 60 (APDO. CORREOS 244)","VILLANUEVA DE LA SERENA","06700"," DEPORTIVAS, OTRAS, SOCIOS, SEGUIDORES"
4528,"Comarcal","Cáceres",09/03/11,"ASOCIACIÓN CULTURAL DEPORTIVA PEÑA BARCELONISTA CHEMA CORBELLA ALDEHUELA DEL JERTE","C/ HERNÁN CORTÉS, 1","ALDEHUELA DEL JERTE","10671"," DEPORTIVAS, OTRAS, SOCIOS, SEGUIDORES"
4529,"Autonómico","Badajoz",02/10/07,"ASOCIACION JILIMOJE","C/ JOSE DE GABRIEL ESTENOZ, 5- 1º A","BADAJOZ",," CULTURALES, MUSICALES"
4530,"Autonómico","Badajoz",03/10/07,"ASOCIACION CULTURAL ECUESTRE VILLAFRANCA","C/ HERNAN CORTES, 12","VILLAFRANCA DE LOS BARROS","06220"," DEPORTISTAS, EXDEPORTISTAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4531,"Local","Badajoz",03/10/07,"ASOCIACION MUSICO-CULTURAL ""BANDA DE CORNETAS Y TAMBORES VIRGEN DEL PILAR"" DE VILLAFRANCA DE LOS BARROS","C/ SEVILLA, 72","VILLAFRANCA DE LOS BARROS","06220"," MUSICALES"
4532,"Comarcal","Badajoz",03/10/07,"ASOCIACION MOTO-QUAD ""ATÓ PACTO""","C/ VICENTE ALEXANDRE, 2","MONESTERIO","06260"," CULTURALES, OTRAS"
4532,"Autonómico","Cáceres",11/03/11,"ASOCIACIÓN ESPAÑOLA DE TERAPIA NARRATIVA","C/ RONDA DEL CARMEN, 35 BAJO H","CÁCERES",," CULTURALES, OTRAS"
4533,"Autonómico","Badajoz",03/10/07,"ASOCIACION GRUPO COROS Y DANZAS VIRGEN DE LA SALUD DE VALLE DE LA SERENA","CTRA. DE LA PUEBLA, 7","VALLE DE LA SERENA","06458"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE"
4533,"Local","Cáceres",14/03/11,"ASOCIACIÓN COMISIÓN DE FESTEJOS TOLOLONDIA","AVD/ PAZ, 44","PLASENZUELA","10271"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES, FESTEJOS, OCIO, TIEMPO LIBRE"
4534,"Provincial","Badajoz",03/10/07,"ASOCIACION DE TRANSPORTISTAS PROVINCIAL DE BADAJOZ","C/ PANAMA, 25","BADAJOZ",," COMERCIO, OTRAS"
4534,"Autonómico","Cáceres",14/03/11,"ASOCIACIÓN CROSS-XÁLIMA","C/ AS PARRAS, 100","ELJAS","10891"," COMERCIO, OTRAS"
4535,"Autonómico","Badajoz",03/10/07,"AITE (ASOCIACION INDEPENDIENTE DE TRABAJADORES DE LA ENSEÑANZA)","C/ STADIUM, 14- 1º B","BADAJOZ",," ENSEÑANZA, MUSICALES"
4535,"Autonómico","Cáceres",15/03/11,"ASOCIACIÓN CULTURAL BANDA DE CORNETAS Y TAMBORES NUESTRO PADRE JESÚS NAZARENO","AVD/ VIRGEN DE GUADALUPE, 14 2º-B","TRUJILLO","10200"," ENSEÑANZA, MUSICALES"
4536,"Local","Badajoz",03/10/07,"ASOCIACION MONTERRUBIO POR LA PASION","TRAVESIA AVDA. VALSEQUILLO, 9","MONTERRUBIO DE LA SERENA","06427"," CULTURA POPULAR, GASTRONOMÍA, CULTURALES"
4536,"Autonómico","Cáceres",17/03/11,"ASOCIACIÓN OUTSIDE BONUS","C/ MACARENA, 3","CÁCERES",," CULTURA POPULAR, GASTRONOMÍA, CULTURALES"
4537,"Autonómico","Badajoz",03/10/07,"ASOCIACION EXTREMADURA TEATRAL","C/ RAMON Y CAJAL Nº 24","MERIDA","06800"," DEPORTISTAS, EXDEPORTISTAS, TEATRO, ESPECTÁCULOS"
4537,"Autonómico","Cáceres",17/03/11,"ASOCIACIÓN CULTURAL ECUESTRE TORREORGAZ","C/ TRANSFORMADOR, 18","TORREORGAZ","10182"," DEPORTISTAS, EXDEPORTISTAS, TEATRO, ESPECTÁCULOS"
4538,"Autonómico","Badajoz",03/10/07,"ASOCIACION CULTURAL HIJOS DEL DRAGÓN","C/ SANTO DOMINGO, 65","BADAJOZ",," COMERCIO, CULTURALES, OTRAS"
4538,"Autonómico","Cáceres",17/03/11,"ASOCIACIÓN DE FRANQUICIADORES DE EXTREMADURA AFEX","C/ GREDOS, 24","CÁCERES",," COMERCIO, CULTURALES, OTRAS"
4539,"Local","Badajoz",04/10/07,"ASOCIACION DE VECINOS BARRIO RESIDENCIAL LOS NARANJOS","C/ MIGUEL HERNANDEZ, 7","OLIVENZA","06100"," PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
4539,"Local","Cáceres",18/03/11,"ASOCIACIÓN CLUB DE FUMADORES POR LA TOLERANCIA","C/ REAL, 14 A","IBAHERNANDO","10280"," PEÑAS, CLUBES, CASAS REGIONALES, PROPIETARIOS, VECINOS"
4540,"Autonómico","Badajoz",04/10/07,"ASOCIACION PEÑA TAURINA ""ROBERTO GALLARDO""","REST. SAN FRANCISCO II, CTRA. DE ENTRERRIOS, KM. 2,7","VILLANUEVA DE LA SERENA","06700"," SERVICIOS SANITARIOS, TAURINAS"
4540,"Autonómico","Cáceres",18/03/11,"ASOCIACIÓN A.D.S.G. VIRGEN DE LA VICTORIA","C/ SOLA, 5","TRUJILLO","10200"," SERVICIOS SANITARIOS, TAURINAS"
4541,"Autonómico","Badajoz",05/10/07,"ASOCIACION NAPOLEONICA BATALLA DE LA ALBUERA","PLAZA DE ESPAÑA, 1","ALBUERA, LA","06170"," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS"
4541,"Autonómico","Cáceres",22/03/11,"ASOCIACIÓN DEPORTIVO CULTURAL ""LA MOHEDA""","C/ CONQUISTADOR, 11 LA MOHEDA DE GATA","GATA","10860"," CULTURA POPULAR, GASTRONOMÍA, DEPORTISTAS, EXDEPORTISTAS"
4542,"Provincial","Badajoz",08/10/07,"ASOCIACION CRISTO DEL AMPARO DE ALMENDRALEJO","C/ ZURBARAN, 1","ALMENDRALEJO","06200"," DE BASE RELIGIOSA, HISTÓRICAS, PEÑAS, CLUBES, CASAS REGIONALES"
4542,"Autonómico","Cáceres",22/03/11,"ASOCIACIÓN CLUB DE FUMADORES JARAIZ","AVD/ GARGANTA LA OLLA, 7 (TRASERAS)","JARAIZ DE LA VERA","10400"," DE BASE RELIGIOSA, HISTÓRICAS, PEÑAS, CLUBES, CASAS REGIONALES"
4543,"Local","Badajoz",08/10/07,"ASOCIACION DE VECINOS DEL BARRIO NUEVO DE CAMPANARIO","AVDA. DE LOS EMIGRANTES, 65","CAMPANARIO","06460"," PROPIETARIOS, VECINOS, TURISMO"
4543,"Local","Cáceres",22/03/11,"ASOCIACIÓN DE CAMAREROS Y HOSTELEROS DE HERVÁS","C/ PIZARRO, 14","HERVÁS","10700"," PROPIETARIOS, VECINOS, TURISMO"
4544,"Comarcal","Badajoz",10/10/07,"ASOCIACION DE MADRES Y PADRES DE ALUMNOS DEL I.E.S.O. DE LA PARRA","AV. DE EXTREMADURA, S/N (IESO LA PARRA)","PARRA, LA","06176"," CULTURALES, MADRES Y PADRES DE ALUMNOS"
4544,"Autonómico","Cáceres",29/03/11,"ASOCIACIÓN FUYUR","C/ RONDA SUR, 35","LOSAR DE LA VERA","10460"," CULTURALES, MADRES Y PADRES DE ALUMNOS"
4545,"Local","Badajoz",10/10/07,"ASOCIACION ""CORCHEAS"" DE VILLANUEVA DEL FRESNO","AV. DE PORTUGAL, S/N (Antiguo Matadero Municipal)","VILLANUEVA DEL FRESNO","06110"," CULTURA POPULAR, GASTRONOMÍA, TAURINAS"
4545,"Local","Cáceres",24/03/11,"ASOCIACIÓN PEÑA CULTURAL TAURINA ""ALEJANDRO FERMÍN""","C/ ROBLE, 16","CABEZUELA DEL VALLE","10610"," CULTURA POPULAR, GASTRONOMÍA, TAURINAS"
4546,"Autonómico","Badajoz",10/10/07,"ASOCIACION RECHIPÉ TEATRO","C/ GODOFREDO ORTEGA MUÑOZ, 56, 5º A","BADAJOZ",," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, TEATRO, ESPECTÁCULOS"
4546,"Local","Cáceres",25/03/11,"ASOCIACIÓN DE MUJERES RURALES ""EL ENCUENTRO"" DE SAN GIL","C/ SANTA CRISTINA, 33 A SAN GIL","PLASENCIA","10600"," MUJER, IGUALDAD DE TRATO Y NO DISCRIMINACIÓN, TEATRO, ESPECTÁCULOS"
4547,"Autonómico","Badajoz",10/10/07,"ASOCIACION CULTURAL DE VEHICULOS CLASICOS DE OLIVENZA","C/ COLON, 12- 1º","OLIVENZA","06100"," OTRAS"
4548,"Autonómico","Badajoz",11/10/07,"ASOCIACION CAMERATA CASINOSTRA","C/ DON VICTOR, 14","JEREZ DE LOS CABALLEROS","06380"," HISTÓRICAS, MUSICALES"
4548,"Comarcal","Cáceres",30/03/11,"ASOCIACIÓN SOCIEDAD HISTÓRICO-NATURAL LA VERRAQUINA","C/ DOCTOR FLEMING, 36","JARAIZ DE LA VERA","10400"," HISTÓRICAS, MUSICALES"
4549,"Autonómico","Badajoz",11/10/07,"ASOCIACION CUARTETO VOCAL MUSIK@4","PZA. CAPITAN ALONSO DE MENDOZA, 7 A","MONTIJO","06480"," DEPORTIVAS, MUSICALES"
4549,"Local","Cáceres",04/04/11,"ASOCIACIÓN DEPORTIVA LOS ENACIADOS","C/ LA IGLESIAS, 40","GORDO, EL","10392"," DEPORTIVAS, MUSICALES"
4550,"Local","Badajoz",11/10/07,"ASOCIACION ECUESTRE EL BORRIQUERO","C/ LA PLAZUELA, 14","ZARZA, LA","06830"," HISTÓRICAS, OTRAS"
4550,"Autonómico","Cáceres",04/04/11,"ASOCIACIÓN CULTURAL DE INVESTIGACIONES, ESTUDIOS Y DEFENSA DEL PATRIMONIO, BARBACANA","AVD/ LA SALLE, 22 4º","PLASENCIA","10600"," HISTÓRICAS, OTRAS"
4551,"Autonómico","Badajoz",16/10/07,"ASOCIACÓN DE FAMILIAS NUMEROSAS DE LA PROVINCIA DE BADAJOZ-AFANUBA","AVDA. JOSÉ Mª ALCALÁ Y ALENDA, 21. LOC. 28","BADAJOZ",," FAMILIA, OTRAS, SERVICIOS SANITARIOS"
4551,"Autonómico","Cáceres",06/04/11,"ASOCIACIÓN A.D.S.G. SANTA ANA","PLAZA DE ESPAÑA, 1","SANTA ANA","10189"," FAMILIA, OTRAS, SERVICIOS SANITARIOS"
4552,"Autonómico","Badajoz",17/10/07,"ASOCIACION CARPAS J.S. CAÑAS","AV. CONSTITUCIÓN, 37","GUAREÑA","06470"," DEPORTISTAS, EXDEPORTISTAS, SERVICIOS SANITARIOS"
4552,"Autonómico","Cáceres",06/04/11,"ASOCIACIÓN A.D.S.G. FRANCISCO PIZARRO","C/ SOLA, 5","TRUJILLO","10200"," DEPORTISTAS, EXDEPORTISTAS, SERVICIOS SANITARIOS"
4553,"Provincial","Badajoz",17/10/07,"ASOCIACION PEÑA BARCELONISTA ZAHINERA","C/ VALENCIA, 2","ZAHINOS","06129"," PEÑAS, CLUBES, CASAS REGIONALES, SOCIOS, SEGUIDORES"
4554,"Local","Badajoz",17/10/07,"ASOCIACION MUSICAL LA NAVA DE SANTIAGO","CENTRO CULTURAL C/ RIO, 2","NAVA DE SANTIAGO, LA","06486"," CULTURA POPULAR, GASTRONOMÍA, PEÑAS, CLUBES, CASAS REGIONALES"
4554,"Autonómico","Cáceres",07/04/11,"ASOCIACIÓN DE FUMADORES LA CACHIMBA DE NAVALMORAL DE LA MATA","C/ ANTONIO CONCHA, 58 1º PLANTA","NAVALMORAL DE LA MATA","10300"," CULTURA POPULAR, GASTRONOMÍA, PEÑAS, CLUBES, CASAS REGIONALES"
4555,"Autonómico","Badajoz",17/10/07,"ASOCIACION PROTECTORA DE LOS ANIMALES DE GUAREÑA -CHIRIPAINA-","CASA DE LA CULTURA, C/ CUATRO ESQUINAS, S/N","GUAREÑA","06470"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4555,"Autonómico","Cáceres",11/04/11,"ASOCIACIÓN ARTESANOS EN PELIGRO DE EXTINCIÓN","AVD/ DE LA VERA, 28","PLASENCIA","10600"," OTRAS, PROTECCIÓN DE ANIMALES Y PLANTAS"
4556,"Comarcal","Badajoz",17/10/07,"ASOCIACION DE PROMOTORES Y CONSTRUCTORES DE GUAREÑA Y SU COMARCA","PLAZA LA PARADA, 15","GUAREÑA","06470"," DEPORTISTAS, EXDEPORTISTAS, INDUSTRIA, ENERGÍA, TRANSPORTE"
4556,"Autonómico","Cáceres",13/04/11,"ASOCIACIÓN DEPORTIVA MALPARTIDEÑA DE TAEKWONDO Y DEPORTES AEROBICOS","C/ ALMIREZ, 17 3º-H","MALPARTIDA DE CÁCERES","10910"," DEPORTISTAS, EXDEPORTISTAS, INDUSTRIA, ENERGÍA, TRANSPORTE"
4557,"Local","Badajoz",18/10/07,"ASOCIACION AMIGOS DE LA LUNA LLENA","C/ SAN ANTONIO, 17","REINA","06970"," CULTURALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
4557,"Autonómico","Cáceres",13/04/11,"ASOCIACIÓN RUDERALIS","C/ GREDOS, 19 2º-B","CÁCERES",," CULTURALES, PROTECCIÓN DE ANIMALES Y PLANTAS"
4558,"Provincial","Badajoz",26/10/07,"ASOCIACION CULTURAL PEÑA FLAMENCA DE ALCONCHEL","C/ VIRGEN DE GUADALUPE, 10","ALCONCHEL","06131"," CULTURA POPULAR, GASTRONOMÍA, OTRAS"
4558,"Autonómico","Cáceres",14/04/11,"ASOCIACIÓN RECREATIVA EXTREMEÑA DE DECORACIÓN EN REPOSTERÍA BOCADOS","C/ NTRA SRA DE LA LUZ, 25","MALPARTIDA DE PLASENCIA","10680"," CULTURA POPULAR, GASTRONOMÍA, OTRAS"
4559,"Autonómico","Badajoz",26/10/07,"ASOCIACION CULTURAL DE SENDERISMO ""LA ZANCAJÁ""","C/ JOSE MARIA MARTINEZ SANCHEZ-ARJONA, 8","FREGENAL DE LA SIERRA","06340"," OTRAS, TAURINAS"
4559,"Autonómico","Cáceres",18/04/11,"ASOCIACIÓN CULTURAL Y TAURINA EL INDULTO","C/ PUERTO DESPEÑAPERROS, 7","NAVALMORAL DE LA MATA","10300"," OTRAS, TAURINAS"
4560,"Autonómico","Badajoz",29/10/07,"ADEVIVER (ASOCIACION PARA LA PROTECCIÓN, DEFENSA Y DESARROLLO DE LA VIA VERDE VEGAS DEL GUADIANA Y LAS VILLUERCAS","Pol. Industrial Cagancha Parcela 9. Apdo. Correos 107","VILLANUEVA DE LA SERENA","06700"," AYUDA HUMANITARIA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTIVAS"
4560,"Autonómico","Cáceres",18/04/11,"ASOCIACIÓN DEPORTIVA SOLIDARIDAD SOBRE RUEDAS","C/ ALFONSO DÍAS BUSTAMANTE, 3 2º-B","CÁCERES",," AYUDA HUMANITARIA, DEFENSA DEL MEDIO AMBIENTE, ECOLOGISTAS, CONSERVACIONISTAS, DEPORTIVAS"
4561,"Autonómico","Badajoz",29/10/07,"ASOCIACION MUSICOCULTURAL DE FREGENAL DE LA SIERRA","C/ MARQUES DE RIOCABADO, 30","FREGENAL DE LA SIERRA","06340"," MUSICALES, PROPIETARIOS, VECINOS"
4561,"Local","Cáceres",20/04/11,"ASOCIACIÓN DE VECINOS EL COTILLO","C/ SAN ANTÓN, S/N CENTRO CÍVICO EL PILAR","PLASENCIA","10600"," MUSICALES, PROPIETARIOS, VECINOS"
4562,"Autonómico","Badajoz",31/10/07,"ASOCIACION MURÁTICA","c/ San Sisenando nº 49, 1º","BADAJOZ",," BIENESTAR SOCIAL, MEJORA DE LAS CONDICIONES DE VIDA, CULTURALES, INFANCIA, JÓVENES, PERSONAS MAYORES, FAMILIA Y BIENESTAR, OTRAS DE SOLIDARIDAD, TEATRO, ESPECTÁCULOS"
4562,"Autonómico","Cáceres",20/04/11,"ASOCIACIÓN AMIGOS DE PESCUEZA","C/ CARRETERA, S/Nº","PESCUEZA","10882"," BIENESTAR SOCIAL, MEJORA DE LAS CONDICIONES DE VIDA, CULTURALES, INFANCIA, JÓVENES, PERSONAS MAYORES, FAMILIA Y BIENESTAR, OTRAS DE SOLIDARIDAD, TEATRO, ESPECTÁCULOS"
4563,"Local","Cáceres",25/04/11,"ASOCIACIÓN PLATAFORMA CACEREÑA DE SOLIDARIDAD CON PALESTINA","C/ PIZARRO, 1 2º","CÁCERES",," ACCIÓN SOCIAL, VOLUNTARIADO, OTRAS"
4564,"Autonómico","Badajoz",15/11/07,"ASOCIACION PEÑA GASTRONOMICA LOS CANTINEROS","AV. ANTONIO MASA CAMPOS, 27","BADAJOZ",," MUSICALES, PEÑAS, CLUBES, CASAS REGIONALES"
4564,"Autonómico","Cáceres",25/04/11,"ASOCIACIÓN PROMÚSICA CIUDAD DE TRUJILLO","C/ FERNÁN RUIZ ALTAMIRANO, 26 1º-A","TRUJILLO","10200"," MUSICALES, PEÑAS, CLUBES, CASAS REGIONALES"
